,response,numConf,qualConf,socialAnswer,socialNumConf,socialQualConf,answer,states,id,gender,politics,education,age,socialSize,socialInfo,correct_start,difficulty,pol_recode,gender_recode,edu_recode,age_recode,id_recode,state_recode
10,False,80.0,It is certainly correct,True,99.0,I am unsure if it is correct,True,LA,ecee8a90-bb2f-b0d2-3988-bcc522194347,Male,Moderate,Graduate Degree or Higher,35-44,14.0,17.0,False,0.8142857142857143,3,1,1,3,380,17
11,True,85.0,It is probably correct,True,97.0,I am unsure if it is correct,True,FL,ecee8a90-bb2f-b0d2-3988-bcc522194347,Male,Moderate,Graduate Degree or Higher,35-44,10.0,94.0,True,0.6986301369863014,3,1,1,3,380,8
0,True,90.0,It is certainly correct,True,100.0,It is certainly correct,True,AK,aa707ee8-e5a0-49d7-a7f0-485be1e41d32,Female,Moderate,Graduate Degree or Higher,35-44,5.0,63.0,True,0.8108108108108109,3,2,1,3,273,0
1,False,73.0,It is probably correct,True,100.0,It is certainly correct,True,WI,aa707ee8-e5a0-49d7-a7f0-485be1e41d32,Female,Moderate,Graduate Degree or Higher,35-44,13.0,63.0,False,0.8169014084507042,3,2,1,3,273,47
6,False,76.0,It is probably correct,True,96.0,It is certainly correct,True,ID,aa707ee8-e5a0-49d7-a7f0-485be1e41d32,Female,Moderate,Graduate Degree or Higher,35-44,9.0,9.0,False,0.8051948051948052,3,2,1,3,273,12
9,True,62.0,I am unsure if it is correct,True,84.0,It is probably correct,True,RI,aa707ee8-e5a0-49d7-a7f0-485be1e41d32,Female,Moderate,Graduate Degree or Higher,35-44,12.0,24.0,True,0.9411764705882353,3,2,1,3,273,38
19,True,77.0,It is probably correct,False,78.0,It is probably correct,True,MO,aa707ee8-e5a0-49d7-a7f0-485be1e41d32,Female,Moderate,Graduate Degree or Higher,35-44,13.0,99.0,True,0.7222222222222222,3,2,1,3,273,23
0,True,50.0,It is probably correct,True,100.0,It is probably correct,True,CT,a7fec875-5418-e7f7-296d-fed52958a0a8,Female,Moderate,Some College,45-54,11.0,71.0,True,0.8472222222222222,3,2,3,4,266,6
3,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,VA,a7fec875-5418-e7f7-296d-fed52958a0a8,Female,Moderate,Some College,45-54,15.0,63.0,True,0.8795180722891566,3,2,3,4,266,44
4,True,50.0,I am unsure if it is correct,True,50.0,I am unsure if it is correct,True,AK,a7fec875-5418-e7f7-296d-fed52958a0a8,Female,Moderate,Some College,45-54,8.0,55.0,True,0.8108108108108109,3,2,3,4,266,0
5,True,50.0,I am unsure if it is correct,True,100.0,It is certainly correct,True,ND,a7fec875-5418-e7f7-296d-fed52958a0a8,Female,Moderate,Some College,45-54,1.0,1.0,True,0.7361111111111112,3,2,3,4,266,27
6,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,FL,a7fec875-5418-e7f7-296d-fed52958a0a8,Female,Moderate,Some College,45-54,9.0,58.0,True,0.6986301369863014,3,2,3,4,266,8
7,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,GA,a7fec875-5418-e7f7-296d-fed52958a0a8,Female,Moderate,Some College,45-54,11.0,62.0,True,0.8072289156626506,3,2,3,4,266,9
12,True,100.0,It is certainly correct,False,100.0,I am unsure if it is correct,True,IN,a7fec875-5418-e7f7-296d-fed52958a0a8,Female,Moderate,Some College,45-54,10.0,36.0,True,0.9047619047619048,3,2,3,4,266,13
13,True,100.0,It is certainly correct,True,50.0,I am unsure if it is correct,True,OH,a7fec875-5418-e7f7-296d-fed52958a0a8,Female,Moderate,Some College,45-54,2.0,46.0,True,0.9571428571428572,3,2,3,4,266,34
16,True,50.0,I am unsure if it is correct,True,100.0,It is certainly correct,True,MD,a7fec875-5418-e7f7-296d-fed52958a0a8,Female,Moderate,Some College,45-54,2.0,98.0,True,0.7261904761904762,3,2,3,4,266,19
17,True,50.0,I am unsure if it is correct,True,100.0,It is certainly correct,True,WY,a7fec875-5418-e7f7-296d-fed52958a0a8,Female,Moderate,Some College,45-54,5.0,84.0,True,0.7922077922077922,3,2,3,4,266,49
19,True,50.0,I am unsure if it is correct,True,100.0,It is certainly correct,True,VT,a7fec875-5418-e7f7-296d-fed52958a0a8,Female,Moderate,Some College,45-54,8.0,79.0,True,0.7435897435897436,3,2,3,4,266,45
1,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,VT,b10935ee-0928-053a-def6-032217ebf83b,Female,Conservative,High School,25-34,15.0,35.0,True,0.7435897435897436,2,2,4,2,281,45
3,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,AK,b10935ee-0928-053a-def6-032217ebf83b,Female,Conservative,High School,25-34,6.0,34.0,True,0.8108108108108109,2,2,4,2,281,0
4,True,75.0,It is probably correct,True,75.0,It is probably correct,True,PA,b10935ee-0928-053a-def6-032217ebf83b,Female,Conservative,High School,25-34,7.0,88.0,True,0.6865671641791045,2,2,4,2,281,37
5,True,100.0,It is certainly correct,True,90.0,It is probably correct,True,IN,b10935ee-0928-053a-def6-032217ebf83b,Female,Conservative,High School,25-34,15.0,46.0,True,0.9047619047619048,2,2,4,2,281,13
9,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,AZ,b10935ee-0928-053a-def6-032217ebf83b,Female,Conservative,High School,25-34,14.0,56.0,True,0.8555555555555555,2,2,4,2,281,3
14,True,75.0,It is probably correct,True,75.0,It is probably correct,True,AL,b10935ee-0928-053a-def6-032217ebf83b,Female,Conservative,High School,25-34,8.0,43.0,True,0.7926829268292683,2,2,4,2,281,1
15,True,100.0,It is probably correct,True,90.0,It is probably correct,True,Hi,b10935ee-0928-053a-def6-032217ebf83b,Female,Conservative,High School,25-34,15.0,34.0,True,0.8701298701298701,2,2,4,2,281,10
16,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,ID,b10935ee-0928-053a-def6-032217ebf83b,Female,Conservative,High School,25-34,5.0,67.0,True,0.8051948051948052,2,2,4,2,281,12
18,True,75.0,It is probably correct,True,90.0,It is probably correct,True,MD,b10935ee-0928-053a-def6-032217ebf83b,Female,Conservative,High School,25-34,4.0,92.0,True,0.7261904761904762,2,2,4,2,281,19
1,True,91.0,It is certainly correct,True,93.0,It is certainly correct,True,OK,3faa6712-55f0-5fda-7d0a-51814d0b9ec9,Male,Very Conservative,College,45-54,15.0,4.0,True,0.8481012658227848,1,1,2,4,96,35
4,True,91.0,It is certainly correct,False,93.0,It is certainly correct,True,Hi,3faa6712-55f0-5fda-7d0a-51814d0b9ec9,Male,Very Conservative,College,45-54,11.0,0.0,True,0.8701298701298701,1,1,2,4,96,10
8,True,83.0,It is probably correct,True,91.0,It is probably correct,True,SC,3faa6712-55f0-5fda-7d0a-51814d0b9ec9,Male,Very Conservative,College,45-54,14.0,98.0,True,0.7777777777777778,1,1,2,4,96,39
12,True,87.0,It is probably correct,True,92.0,It is certainly correct,True,NC,3faa6712-55f0-5fda-7d0a-51814d0b9ec9,Male,Very Conservative,College,45-54,4.0,61.0,True,0.8170731707317073,1,1,2,4,96,26
13,True,92.0,It is probably correct,True,90.0,It is probably correct,True,TX,3faa6712-55f0-5fda-7d0a-51814d0b9ec9,Male,Very Conservative,College,45-54,14.0,40.0,True,0.8095238095238095,1,1,2,4,96,42
15,True,86.0,It is probably correct,True,94.0,It is probably correct,True,OR,3faa6712-55f0-5fda-7d0a-51814d0b9ec9,Male,Very Conservative,College,45-54,12.0,90.0,True,0.7126436781609196,1,1,2,4,96,36
19,True,87.0,It is certainly correct,True,89.0,It is certainly correct,True,KS,3faa6712-55f0-5fda-7d0a-51814d0b9ec9,Male,Very Conservative,College,45-54,15.0,15.0,True,0.75,1,1,2,4,96,15
3,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,WV,962edf40-560d-ef2c-f958-e905aa45a695,Female,Very Conservative,Some College,18-24,7.0,17.0,True,0.8227848101265823,1,2,3,1,234,48
5,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,ND,962edf40-560d-ef2c-f958-e905aa45a695,Female,Very Conservative,Some College,18-24,10.0,28.0,True,0.7361111111111112,1,2,3,1,234,27
7,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,VT,962edf40-560d-ef2c-f958-e905aa45a695,Female,Very Conservative,Some College,18-24,5.0,67.0,True,0.7435897435897436,1,2,3,1,234,45
8,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,OK,962edf40-560d-ef2c-f958-e905aa45a695,Female,Very Conservative,Some College,18-24,8.0,72.0,True,0.8481012658227848,1,2,3,1,234,35
9,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,NJ,962edf40-560d-ef2c-f958-e905aa45a695,Female,Very Conservative,Some College,18-24,14.0,10.0,True,0.7045454545454546,1,2,3,1,234,30
16,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,WY,962edf40-560d-ef2c-f958-e905aa45a695,Female,Very Conservative,Some College,18-24,9.0,61.0,True,0.7922077922077922,1,2,3,1,234,49
17,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,MN,962edf40-560d-ef2c-f958-e905aa45a695,Female,Very Conservative,Some College,18-24,2.0,36.0,True,0.7534246575342466,1,2,3,1,234,22
18,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,LA,962edf40-560d-ef2c-f958-e905aa45a695,Female,Very Conservative,Some College,18-24,12.0,0.0,True,0.8142857142857143,1,2,3,1,234,17
19,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,NY,962edf40-560d-ef2c-f958-e905aa45a695,Female,Very Conservative,Some College,18-24,15.0,44.0,True,0.8461538461538461,1,2,3,1,234,33
1,True,94.0,It is probably correct,False,96.0,It is probably correct,True,OK,b32e0b55-e7d5-3ef8-f94d-3d056e931783,Female,Liberal,College,25-34,10.0,7.0,True,0.8481012658227848,4,2,2,2,285,35
2,False,56.0,I am unsure if it is correct,True,88.0,I am unsure if it is correct,True,DE,b32e0b55-e7d5-3ef8-f94d-3d056e931783,Female,Liberal,College,25-34,8.0,11.0,False,0.7764705882352941,4,2,2,2,285,7
3,True,100.0,It is certainly correct,True,91.0,It is certainly correct,True,WY,b32e0b55-e7d5-3ef8-f94d-3d056e931783,Female,Liberal,College,25-34,5.0,83.0,True,0.7922077922077922,4,2,2,2,285,49
4,True,91.0,It is probably correct,True,85.0,It is certainly correct,True,VA,b32e0b55-e7d5-3ef8-f94d-3d056e931783,Female,Liberal,College,25-34,3.0,62.0,True,0.8795180722891566,4,2,2,2,285,44
5,False,71.0,I am unsure if it is correct,True,92.0,It is probably correct,True,WV,b32e0b55-e7d5-3ef8-f94d-3d056e931783,Female,Liberal,College,25-34,15.0,80.0,False,0.8227848101265823,4,2,2,2,285,48
7,False,89.0,It is probably correct,False,87.0,It is probably correct,True,MD,b32e0b55-e7d5-3ef8-f94d-3d056e931783,Female,Liberal,College,25-34,1.0,45.0,False,0.7261904761904762,4,2,2,2,285,19
15,True,100.0,It is certainly correct,True,82.0,I am unsure if it is correct,True,NM,b32e0b55-e7d5-3ef8-f94d-3d056e931783,Female,Liberal,College,25-34,10.0,11.0,True,0.7671232876712328,4,2,2,2,285,31
16,False,100.0,It is probably correct,False,86.0,It is probably correct,True,ME,b32e0b55-e7d5-3ef8-f94d-3d056e931783,Female,Liberal,College,25-34,7.0,29.0,False,0.6941176470588235,4,2,2,2,285,20
2,True,96.0,It is certainly correct,True,100.0,It is certainly correct,True,AZ,26d5cf8e-a9a7-e17e-0296-f9fe3af5605b,Male,Moderate,Graduate Degree or Higher,25-34,3.0,87.0,True,0.8555555555555555,3,1,1,2,58,3
4,True,100.0,It is certainly correct,True,95.0,It is certainly correct,True,ND,26d5cf8e-a9a7-e17e-0296-f9fe3af5605b,Male,Moderate,Graduate Degree or Higher,25-34,7.0,39.0,True,0.7361111111111112,3,1,1,2,58,27
11,True,96.0,It is certainly correct,True,94.0,It is certainly correct,True,ID,26d5cf8e-a9a7-e17e-0296-f9fe3af5605b,Male,Moderate,Graduate Degree or Higher,25-34,3.0,73.0,True,0.8051948051948052,3,1,1,2,58,12
16,True,100.0,It is certainly correct,True,96.0,It is probably correct,True,Hi,26d5cf8e-a9a7-e17e-0296-f9fe3af5605b,Male,Moderate,Graduate Degree or Higher,25-34,1.0,62.0,True,0.8701298701298701,3,1,1,2,58,10
18,True,100.0,It is certainly correct,True,98.0,I am unsure if it is correct,True,NV,26d5cf8e-a9a7-e17e-0296-f9fe3af5605b,Male,Moderate,Graduate Degree or Higher,25-34,6.0,21.0,True,0.7142857142857143,3,1,1,2,58,32
0,False,50.0,I am unsure if it is correct,True,71.0,It is probably correct,True,Il,b90d3875-7867-0fd9-da6d-0e26692383a0,Male,Moderate,Some College,25-34,14.0,63.0,False,0.7866666666666666,3,1,3,2,298,14
1,True,55.0,I am unsure if it is correct,True,92.0,It is certainly correct,True,LA,b90d3875-7867-0fd9-da6d-0e26692383a0,Male,Moderate,Some College,25-34,7.0,99.0,True,0.8142857142857143,3,1,3,2,298,17
8,True,61.0,It is probably correct,False,87.0,It is probably correct,True,NE,b90d3875-7867-0fd9-da6d-0e26692383a0,Male,Moderate,Some College,25-34,13.0,93.0,True,0.7625,3,1,3,2,298,28
11,True,71.0,It is probably correct,True,86.0,It is probably correct,True,NH,b90d3875-7867-0fd9-da6d-0e26692383a0,Male,Moderate,Some College,25-34,3.0,77.0,True,0.7560975609756098,3,1,3,2,298,29
15,True,100.0,It is certainly correct,True,79.0,It is probably correct,True,CO,b90d3875-7867-0fd9-da6d-0e26692383a0,Male,Moderate,Some College,25-34,5.0,57.0,True,0.8518518518518519,3,1,3,2,298,5
16,False,74.0,It is probably correct,True,83.0,It is probably correct,True,ME,b90d3875-7867-0fd9-da6d-0e26692383a0,Male,Moderate,Some College,25-34,14.0,88.0,False,0.6941176470588235,3,1,3,2,298,20
19,False,73.0,It is probably correct,True,100.0,It is certainly correct,True,NV,b90d3875-7867-0fd9-da6d-0e26692383a0,Male,Moderate,Some College,25-34,7.0,65.0,False,0.7142857142857143,3,1,3,2,298,32
0,True,100.0,It is certainly correct,True,100.0,It is probably correct,True,WY,5ad747a9-8163-7365-00b1-71fc0453747e,Female,Moderate,Some College,35-44,2.0,15.0,True,0.7922077922077922,3,2,3,3,142,49
4,True,100.0,It is certainly correct,False,100.0,It is certainly correct,True,DE,5ad747a9-8163-7365-00b1-71fc0453747e,Female,Moderate,Some College,35-44,12.0,29.0,True,0.7764705882352941,3,2,3,3,142,7
8,True,100.0,It is probably correct,True,100.0,It is certainly correct,True,MD,5ad747a9-8163-7365-00b1-71fc0453747e,Female,Moderate,Some College,35-44,15.0,40.0,True,0.7261904761904762,3,2,3,3,142,19
12,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,AR,5ad747a9-8163-7365-00b1-71fc0453747e,Female,Moderate,Some College,35-44,2.0,16.0,True,0.8253968253968254,3,2,3,3,142,2
14,False,100.0,I am unsure if it is correct,True,100.0,It is probably correct,True,MI,5ad747a9-8163-7365-00b1-71fc0453747e,Female,Moderate,Some College,35-44,5.0,56.0,False,0.726027397260274,3,2,3,3,142,21
18,False,100.0,It is probably correct,True,100.0,It is certainly correct,True,NM,5ad747a9-8163-7365-00b1-71fc0453747e,Female,Moderate,Some College,35-44,6.0,62.0,False,0.7671232876712328,3,2,3,3,142,31
2,True,50.0,I am unsure if it is correct,False,50.0,I am unsure if it is correct,True,VA,480f5cdf-5ddb-59c0-d8c7-6a24dbdca903,Female,Very Liberal,High School,55-64,5.0,97.0,True,0.8795180722891566,5,2,4,5,109,44
3,True,50.0,I am unsure if it is correct,True,50.0,I am unsure if it is correct,True,KS,480f5cdf-5ddb-59c0-d8c7-6a24dbdca903,Female,Very Liberal,High School,55-64,6.0,29.0,True,0.75,5,2,4,5,109,15
5,True,50.0,I am unsure if it is correct,True,50.0,I am unsure if it is correct,True,MT,480f5cdf-5ddb-59c0-d8c7-6a24dbdca903,Female,Very Liberal,High School,55-64,4.0,93.0,True,0.7865168539325843,5,2,4,5,109,25
7,True,50.0,I am unsure if it is correct,False,50.0,I am unsure if it is correct,True,OH,480f5cdf-5ddb-59c0-d8c7-6a24dbdca903,Female,Very Liberal,High School,55-64,11.0,4.0,True,0.9571428571428572,5,2,4,5,109,34
8,False,100.0,It is probably correct,False,50.0,I am unsure if it is correct,True,MA,480f5cdf-5ddb-59c0-d8c7-6a24dbdca903,Female,Very Liberal,High School,55-64,14.0,21.0,False,0.821917808219178,5,2,4,5,109,18
15,False,100.0,It is probably correct,False,50.0,I am unsure if it is correct,True,GA,480f5cdf-5ddb-59c0-d8c7-6a24dbdca903,Female,Very Liberal,High School,55-64,9.0,25.0,False,0.8072289156626506,5,2,4,5,109,9
16,False,50.0,I am unsure if it is correct,False,50.0,I am unsure if it is correct,True,PA,480f5cdf-5ddb-59c0-d8c7-6a24dbdca903,Female,Very Liberal,High School,55-64,9.0,91.0,False,0.6865671641791045,5,2,4,5,109,37
1,True,100.0,It is certainly correct,True,92.0,It is probably correct,True,VT,264edf38-667b-e791-9920-e965d74e96ed,Female,Liberal,Some College,35-44,14.0,38.0,True,0.7435897435897436,4,2,3,3,56,45
2,True,100.0,It is certainly correct,True,99.0,It is certainly correct,True,NY,264edf38-667b-e791-9920-e965d74e96ed,Female,Liberal,Some College,35-44,5.0,35.0,True,0.8461538461538461,4,2,3,3,56,33
7,False,99.0,It is certainly correct,False,100.0,It is certainly correct,True,TX,264edf38-667b-e791-9920-e965d74e96ed,Female,Liberal,Some College,35-44,3.0,5.0,False,0.8095238095238095,4,2,3,3,56,42
10,True,100.0,It is certainly correct,True,86.0,It is probably correct,True,CO,264edf38-667b-e791-9920-e965d74e96ed,Female,Liberal,Some College,35-44,12.0,39.0,True,0.8518518518518519,4,2,3,3,56,5
13,True,97.0,It is probably correct,False,100.0,It is certainly correct,True,MD,264edf38-667b-e791-9920-e965d74e96ed,Female,Liberal,Some College,35-44,15.0,15.0,True,0.7261904761904762,4,2,3,3,56,19
16,True,90.0,It is probably correct,True,96.0,It is certainly correct,True,WI,264edf38-667b-e791-9920-e965d74e96ed,Female,Liberal,Some College,35-44,1.0,81.0,True,0.8169014084507042,4,2,3,3,56,47
17,True,100.0,It is certainly correct,True,98.0,It is certainly correct,True,KS,264edf38-667b-e791-9920-e965d74e96ed,Female,Liberal,Some College,35-44,10.0,72.0,True,0.75,4,2,3,3,56,15
1,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,CT,a5abb62f-e221-80c8-7c37-8080b6d311f6,Female,Very Liberal,Some College,45-54,8.0,96.0,True,0.8472222222222222,5,2,3,4,261,6
2,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,SD,a5abb62f-e221-80c8-7c37-8080b6d311f6,Female,Very Liberal,Some College,45-54,15.0,37.0,True,0.7027027027027027,5,2,3,4,261,40
3,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,Hi,a5abb62f-e221-80c8-7c37-8080b6d311f6,Female,Very Liberal,Some College,45-54,5.0,14.0,True,0.8701298701298701,5,2,3,4,261,10
8,True,99.0,It is certainly correct,True,100.0,It is certainly correct,True,MN,a5abb62f-e221-80c8-7c37-8080b6d311f6,Female,Very Liberal,Some College,45-54,3.0,82.0,True,0.7534246575342466,5,2,3,4,261,22
9,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,UT,a5abb62f-e221-80c8-7c37-8080b6d311f6,Female,Very Liberal,Some College,45-54,6.0,80.0,True,0.875,5,2,3,4,261,43
13,True,97.0,It is certainly correct,False,100.0,It is certainly correct,True,VA,a5abb62f-e221-80c8-7c37-8080b6d311f6,Female,Very Liberal,Some College,45-54,2.0,30.0,True,0.8795180722891566,5,2,3,4,261,44
14,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,NY,a5abb62f-e221-80c8-7c37-8080b6d311f6,Female,Very Liberal,Some College,45-54,2.0,75.0,True,0.8461538461538461,5,2,3,4,261,33
17,True,100.0,It is certainly correct,True,99.0,It is certainly correct,True,WA,a5abb62f-e221-80c8-7c37-8080b6d311f6,Female,Very Liberal,Some College,45-54,10.0,8.0,True,0.6944444444444444,5,2,3,4,261,46
19,True,100.0,It is certainly correct,True,93.0,It is certainly correct,True,Il,a5abb62f-e221-80c8-7c37-8080b6d311f6,Female,Very Liberal,Some College,45-54,12.0,49.0,True,0.7866666666666666,5,2,3,4,261,14
1,True,100.0,It is certainly correct,True,100.0,It is certainly correct,True,GA,261349b3-7e4d-78bc-c4ab-7f38a5a09566,Female,Very Conservative,Some High School,25-34,7.0,84.0,True,0.8072289156626506,1,2,5,2,55,9
3,False,88.0,It is probably correct,False,91.0,It is probably correct,True,KS,261349b3-7e4d-78bc-c4ab-7f38a5a09566,Female,Very Conservative,Some High School,25-34,4.0,22.0,False,0.75,1,2,5,2,55,15
4,True,90.0,It is probably correct,True,70.0,It is probably correct,True,CO,261349b3-7e4d-78bc-c4ab-7f38a5a09566,Female,Very Conservative,Some High School,25-34,11.0,35.0,True,0.8518518518518519,1,2,5,2,55,5
11,True,65.0,I am unsure if it is correct,True,65.0,I am unsure if it is correct,True,WV,261349b3-7e4d-78bc-c4ab-7f38a5a09566,Female,Very Conservative,Some High School,25-34,7.0,13.0,True,0.8227848101265823,1,2,5,2,55,48
13,False,85.0,It is probably correct,False,97.0,It is probably correct,True,MD,261349b3-7e4d-78bc-c4ab-7f38a5a09566,Female,Very Conservative,Some High School,25-34,5.0,20.0,False,0.7261904761904762,1,2,5,2,55,19
